movie_id,title,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
12,"Usual Suspects, The (1995)",-0.014478873,-0.087570444,0.2003698,0.10175765,-0.11467152,0.06769433,-0.19381075,0.10346452,-0.14925444,-0.14536329,0.06853228,-0.17604019,0.012854468,0.13314994,-0.13733599,-0.042333134,0.10651817,0.0031799874,0.085166834,0.1462036,0.11997636,0.0030305327,-0.20534484,-0.17693837,-0.032047655,-0.19620624,-0.04568798,0.029277554,-0.11644746,0.05263287,0.08850807,-0.08253297,-0.018809473,-0.004329245,-0.013943757,-0.050416447,0.115133,-0.1912769,-0.0017932614,0.055026203,-0.05071306,-0.09847819,0.06221232,0.0314054,0.0023288908,0.14070065,-0.13924716,-0.29781762,-0.03934162,0.008582085,0.12168689,0.14646754,0.1019207,-0.15775372,-0.282655,0.0020324,0.24264148,-0.21082479,0.10962153,0.019501705,-0.08554468,0.16917796,0.014067748,0.070063345
13,Mighty Aphrodite (1995),-0.08941875,-0.07780248,0.0625007,-0.10652383,-0.06609932,-0.05243922,-0.2674617,0.068974584,-0.2580844,-0.019963643,-0.059197284,-0.045679323,0.049846236,0.23367225,-0.046274934,-0.15029775,0.069532275,0.31173655,-0.22052203,0.13150932,0.11308049,-0.03503726,-0.06902779,-0.12564257,0.15336758,-0.17460674,-0.101224445,0.01924742,-0.106407665,-0.06501334,-0.28609943,0.08030647,-0.034684688,-0.06738573,0.0734652,0.055997185,-0.0880774,-0.02065453,-0.15508586,0.107299656,-0.11278853,0.040289823,0.020820342,0.11613315,0.109991506,0.1456186,-0.117626324,-0.20540828,-0.36418533,-0.10450062,0.031453066,0.29313514,-0.10714475,-0.1858561,-0.13700342,-0.06238099,-0.026774716,0.14041336,0.047079444,-0.14145455,-0.30922136,-0.045183625,-0.07002096,-0.07739415
14,"Postino, Il (1994)",-0.0744159,0.0039648293,0.2601756,0.12305634,0.050421372,-0.22828625,-0.24004762,-0.022735441,-0.34186357,-0.14766611,0.0059198816,-0.012261183,0.10607467,-0.15101996,-0.1575185,-0.29465738,0.107699044,0.5202276,-0.17063692,0.09713866,0.09227415,0.0019470318,-0.1380804,0.019970035,0.0640014,0.040085662,-0.2584568,0.031023422,-0.06688826,0.01670374,-0.05640736,0.06900039,-0.03397446,-0.16289431,0.08511288,0.030982068,0.022556491,-0.06729693,-0.20234545,0.020084282,-0.27529374,0.23755118,0.39604095,0.025182923,0.06523697,0.19564669,-0.25302577,-0.0017172768,-0.2623597,-0.104303695,-0.04901991,-0.037180834,0.00015996449,-0.12218265,-0.15916102,-0.43476108,-0.06859523,0.1911481,-0.12823361,0.18874487,-0.3143864,0.07832303,0.104507394,0.14371888
15,Mr. Holland's Opus (1995),0.16881208,0.19742754,0.22597851,0.05260684,-0.11774113,-0.10373913,-0.11999276,-0.022135649,0.031044584,0.11497191,-0.25237158,-0.113144234,-0.04613741,-0.107479624,-0.20950176,0.05734455,-0.0724499,0.17427754,0.044809535,0.07571097,0.116954945,-0.01620748,0.042563144,0.27407783,0.13535035,-0.038329914,0.006754959,-0.17119573,-0.08023924,-0.025268404,0.084335804,0.00045949453,0.09721822,-0.20634107,0.058868363,0.04747543,-0.008744107,0.050633807,-0.2519845,0.034038354,-0.15148436,-0.1631711,0.14985491,0.004084652,-0.13662066,0.09145396,-0.015824653,-0.2378039,-0.31477374,-0.050435886,0.20149823,0.21092694,-0.2381832,-0.12380676,-0.19716619,-0.22046216,-0.09814131,-0.02556291,-0.044904873,-0.2712861,-0.031598248,0.05621735,-0.09081613,0.393124
17,From Dusk Till Dawn (1996),-0.44023028,0.018457284,0.12067072,0.08587935,-0.5823736,-0.03136593,-0.14114508,0.043160327,-0.31073833,0.009538017,-0.14169528,0.095470995,0.42135453,-0.21087232,-0.18164237,-0.25383952,0.3288394,-0.01070804,-0.070737876,-0.10632162,0.072325274,-0.21411881,0.028041247,0.18873939,0.10030016,0.26630443,-0.061054073,0.31851742,0.15650111,-0.09165454,0.23989992,0.034377452,-0.046096884,-0.23244154,-0.033887316,-0.2217476,0.05546259,0.10226032,-0.16866657,0.11244963,-0.12563996,0.07925431,-0.04303046,0.46552858,-0.10776729,0.050871786,-0.028211877,-0.21549954,0.1155493,0.01399213,-0.21349114,0.108254224,0.17772748,-0.3823457,-0.1433207,-0.22098196,0.3968743,-0.073024526,0.26059812,-0.26734948,-0.19428091,0.15336208,-0.11516465,-0.14385907
19,Antonia's Line (1995),-0.073008426,-0.67592794,0.07756248,-0.21035844,-0.36059907,-0.4730304,-0.77867395,0.023794396,-0.050804257,-0.15370649,-0.13446726,-0.390197,0.4088659,0.025399776,-0.15304281,-0.49776632,0.002234958,0.18153928,0.109604,-0.16776544,-0.1997013,-0.25241062,-0.10042652,-0.17349063,0.23301257,0.053541604,-0.09477265,-0.29839033,-0.30873483,-0.015634902,-0.23911822,0.1473125,-0.0635045,-0.17908695,-0.02358276,0.26923716,-0.10133486,0.25035125,-0.29115453,0.12058659,-0.3896308,0.47602034,0.53657705,0.04786026,0.096920975,0.15347265,-0.36491475,-0.4384564,-0.33769697,-0.10736073,0.051137783,0.30892727,-0.22566356,-0.19211547,0.09379982,0.36558437,-0.07904052,0.11932563,-0.22680506,-0.26690128,0.12477463,0.05294691,-0.36327127,0.21423993
20,Angels and Insects (1995),0.17728515,-0.58058345,0.39952847,-0.07858294,-0.22480425,-0.26730645,-0.62894505,0.10600348,-0.0029489156,-0.17691402,-0.25713938,-0.64550436,0.09617411,-0.07590104,0.09456022,-0.31586644,0.039739516,0.12948658,0.11881556,-0.14472014,-0.064948,-0.30329537,-0.19617616,-0.28567874,0.09291297,0.31672823,-0.19436404,-0.27014726,-0.20808527,0.16386235,0.1463868,0.28508332,-0.0092024375,-0.17586732,-0.41034415,0.33367625,-0.047951188,0.02127503,0.017907996,0.25305885,-0.21038894,0.6583304,0.27657032,0.0960025,0.22825228,0.19696736,-0.385125,-0.32818493,-0.33983847,0.11645622,0.11464929,0.13541752,-0.11986969,-0.27939934,0.23289494,0.024952639,-0.045515556,0.004007234,-0.34943822,-0.43305832,0.061925806,0.39981854,-0.035564803,-0.1451293
22,Braveheart (1995),0.09208286,-0.008392694,0.18341446,0.08062381,-0.120266035,0.12256091,0.018294426,0.018790359,-0.038070668,-0.06055306,-0.05677239,-0.004350347,0.16462979,0.13752007,-0.112492405,-0.08525741,-0.03282919,0.061586026,-0.03173056,0.1344765,0.14771299,0.07633158,-0.08760023,-0.09897007,-0.075336054,-0.00038532127,0.08141334,0.0031312618,-0.15519099,0.020125957,0.29128194,0.049025506,-0.07598248,-0.1911394,-0.021856511,0.088027775,0.16806485,-0.04205271,0.05711381,-0.038003977,-0.16033138,-0.09316507,0.009609631,0.037944473,-0.14809456,0.17382976,-0.061674535,-0.21646765,-0.015570501,-0.24899898,0.13930553,0.2234913,0.06128145,-0.28087386,-0.24982804,-0.019159188,0.11235919,-0.07134568,0.06403818,-0.103255734,-0.024833124,0.112105004,0.015980083,0.08232552
23,Taxi Driver (1976),-0.0052776174,-0.26462585,0.016396197,-0.042717785,0.111325786,0.15803787,-0.32592553,0.17921215,-0.1707213,-0.08908392,-0.06298294,0.038141493,-0.14670332,-0.09807201,-0.0055184965,-0.021916984,0.1920372,0.21610719,-0.19619106,0.065240346,0.00052685355,-0.017471312,-0.16529882,-0.028602751,0.11086467,-0.10833347,-0.23260085,0.012498127,-0.15636598,0.04111609,-0.02621351,-0.06027564,-0.012319939,0.016174322,0.023749866,0.017726768,-0.022969948,-0.1310585,-0.1037694,0.091909215,-0.11208276,-0.07171077,0.023594152,0.06722811,0.019015046,0.11160778,0.072075,-0.3529233,0.04540279,-0.110535815,0.055367716,0.24372827,-0.02335138,-0.15933195,-0.31658918,-0.10424255,0.031283125,-0.13914801,0.031716067,-0.095761485,-0.05819797,0.013678941,0.059670657,-0.03446508
24,Rumble in the Bronx (1995),0.073879406,-0.15323323,0.1195689,0.057418693,-0.047929097,0.0031083454,-0.24595186,-0.07460081,-0.30342916,0.19079076,-0.27702963,-0.056962695,0.06800477,0.18939234,-0.23063676,-0.12915097,0.31657317,0.13495655,0.2034911,0.05439029,0.21348487,-0.15819454,0.16029939,0.1289905,0.0016033823,0.013982165,0.027587045,-0.011743629,-0.20322503,0.04500692,-0.11699258,0.0001446765,0.19212626,-0.08223432,-0.031459607,-0.12633178,-0.014053865,-0.050152343,-0.09401057,0.05590311,-0.014024137,-0.15395127,0.021331161,0.3341358,0.04879278,0.09291662,-0.034358427,-0.026162725,0.04174782,-0.2589234,0.2511546,-0.05886687,0.037562713,-0.3767825,-0.22559541,-0.048139144,0.05340971,-0.031702954,0.069040485,-0.07621327,-0.33194676,-0.04411054,0.12757242,0.053492725
25,"Birdcage, The (1996)",0.15653132,0.28349432,0.14854519,0.08213722,-0.22955075,0.047676895,-0.04358248,0.03663197,-0.1963071,-0.070433915,-0.07153586,-0.33899948,0.060460664,-0.09989725,-0.24046531,-0.020355403,0.067020856,0.0624856,-0.056331858,0.13536115,0.17145628,-0.0338392,-0.11464201,0.19483586,0.11256317,-0.070779525,0.042023655,-0.02976355,0.021988537,0.022690242,0.089317165,-0.13046305,0.05906316,-0.013758454,-0.19545567,0.09924256,-0.10181462,-0.021718021,-0.17740682,0.0830576,-0.38675153,0.105553515,0.19461788,-0.012010948,0.08077884,0.102087826,-0.1442544,-0.12087656,0.030850703,-0.11583364,0.23643304,-0.011745959,-0.0688107,-0.325195,-0.2229812,0.01174197,-0.113866,0.1019857,-0.02962684,-0.13937655,-0.05369681,0.18414514,-0.050962746,0.3282539
26,"Brothers McMullen, The (1995)",0.30494788,-0.23175374,0.27007267,-0.14522456,-0.31404102,-0.08157073,-0.24397641,0.1981626,-0.33213368,0.057593267,-0.06681364,0.105025,0.053122334,-0.14061522,-0.2647778,-0.05129531,-0.07871393,-0.18555865,-0.1034831,-0.008073406,0.0052688196,0.084084176,-0.081347376,0.004910537,0.11830719,-0.22962572,0.12096688,0.024576792,-0.089364246,0.22124791,0.02189901,-0.016592277,-0.088323206,-0.15708035,-0.29383385,0.11560791,-0.12540852,-0.067189924,-0.13354671,0.17369185,-0.21978961,-0.07826732,0.1858335,0.24254845,0.007973439,0.10407258,-0.0590073,-0.009946851,-0.120284185,0.02553993,-0.06892893,-0.07569488,-0.09459618,-0.28927466,0.13796316,-0.15674266,0.22720584,-0.113073036,0.0050260844,-0.39990732,-0.17896925,0.20942867,0.005278676,-0.2535339
27,Bad Boys (1995),-0.07681073,-0.022334801,0.08464176,0.01815233,-0.45208806,0.11260142,-0.030030865,0.1330417,-0.17060468,0.2989425,-0.2770497,0.06912641,-0.022531472,0.1110236,-0.11484376,0.031909984,-0.023731744,-0.030064475,0.015598929,0.15481333,0.32860732,0.23762494,-0.011545238,0.036638197,0.14777736,0.0011177622,0.07103009,-0.05271394,0.058866933,0.23942196,0.2238329,-0.05748191,-0.15464652,-0.17579299,0.011590104,0.0016758887,-0.18151939,0.049219705,0.031504154,0.11508802,-0.20604545,-0.011106017,-0.09323475,0.03743789,-0.05058178,0.061050594,0.1623782,-0.26788983,0.10130057,0.09213951,-0.17626396,0.0650122,0.20847961,-0.4549719,-0.35908803,0.10830098,0.14666377,-0.2144627,0.118145354,-0.12073059,-0.07736465,-0.1304246,0.185496,0.003716584
28,Apollo 13 (1995),0.13084228,0.0025740932,0.28453046,0.1252106,-0.07276744,0.15811174,0.025941253,0.09392494,0.015630746,0.12211609,-0.01272525,-0.023165565,0.08735079,-0.0119827725,0.0033403356,-0.11197111,0.061192736,0.10406557,-0.031020505,0.16273794,0.2353573,-0.010293531,0.09019938,-0.009041081,-0.10915074,0.0030241862,-0.042372424,-0.18417361,-0.089147836,-0.03988767,0.2541454,-0.007855485,-0.024505356,-0.27854007,-0.020788431,-0.007390275,0.10369526,-0.05194962,0.053971272,0.020575091,-0.067835115,0.022124883,0.086921975,0.06109039,-0.093618795,0.1218342,0.021981958,-0.18770507,-0.04767582,-0.14115043,0.15857215,0.16606724,-0.002076123,-0.24871503,-0.28293574,-0.03726298,0.076669484,-0.056351602,-0.09295116,-0.017221464,-0.15855661,0.065811805,-0.00803422,0.15247542
30,Belle de jour (1967),0.096722476,-0.5502388,0.18727629,-0.16208252,-0.10869611,-0.047034364,-0.32647508,0.19725263,-0.0668364,-0.07401346,-0.2680153,-0.096036,-0.12825763,-0.20170346,-0.095184386,0.41717046,0.09631586,0.16269681,-0.11136054,0.09641246,-0.09311836,0.08497939,-0.24892558,-0.19342223,0.015039401,-0.03484012,0.06306636,0.14836201,-0.1469377,0.19447465,0.020868447,-0.034693554,-0.06435119,-0.31702784,-0.14011289,0.15054774,0.29717767,-0.10778842,0.27458984,-0.038452804,-0.12819934,0.053823553,0.053861864,0.2976589,0.12561034,-0.20377603,0.083069004,0.026048765,-0.21288303,0.11764492,-0.37787932,-0.13291098,-0.17905323,-0.24514495,-0.2552753,-0.11537271,-0.10772793,0.081111744,0.023737652,-0.053067096,-0.28498006,0.54608744,0.17609072,0.101809144
31,Crimson Tide (1995),0.14032662,0.1411849,0.32263842,-0.05982269,0.07040517,0.067363344,-0.044315595,0.040296067,-0.18824585,0.13022092,-0.051389664,-0.20038652,0.1048445,-0.060587335,-0.21777387,0.013834328,0.03879549,0.045598403,0.06767319,0.14161022,0.117828175,-0.18697068,-0.10117155,-0.013765421,-0.0043740817,-0.26426536,0.078692764,-0.023576662,0.1265903,0.060437124,0.28265548,-0.13998339,0.120341025,-0.084264256,0.09582956,-0.10717946,-0.035780475,0.012882352,-0.06893034,-0.065267585,0.030555598,-0.15795133,-0.020396141,0.08574528,0.010504153,0.12577488,-0.0810552,-0.43911743,-0.2023529,-0.038698535,0.12989411,-0.02277588,-0.09160803,-0.045698013,-0.31303197,-0.040654074,0.07988145,-0.1600655,-0.0031505171,-0.13187803,-0.10008649,0.11386747,0.048197906,0.025263324
32,Crumb (1994),0.039200727,-0.16354772,0.045745496,0.103696,-0.11385976,0.31441492,-0.3164416,-0.2393162,0.013545682,0.08771377,-0.08247985,-0.15963498,0.005994021,0.09809415,-0.096082784,0.060279373,0.13264419,0.10871202,-0.10274488,0.35638192,0.057360105,0.0655764,-0.32833165,-0.15878803,0.3540174,-0.073149785,0.0734121,0.10794039,-0.062127497,0.23441742,-0.11694914,0.22077033,-0.09941832,-0.26535714,-0.0045408434,-0.03708091,0.02724159,0.1333956,-0.06376789,0.0046091806,-0.13147022,0.14809285,-0.052131485,0.2610953,0.12579916,-0.07374392,-0.21716669,-0.05786608,-0.061733775,0.10145815,-0.07303707,0.08101177,0.16014318,-0.16862741,-0.28734308,-0.07684643,0.12694186,0.29137683,-0.0707543,-0.18217519,-0.42482197,0.15284568,-0.29193568,-0.08385811
33,Desperado (1995),-0.02726379,-0.02456367,0.25497124,0.1315068,-0.18869692,0.052931994,-0.2886835,0.08603659,-0.22214395,-0.039263725,-0.09262997,-0.16665532,0.421535,0.012471026,-0.115008496,-0.1879442,0.21569037,-0.20608172,-0.14022076,-0.073268905,0.05546796,0.19798364,0.3740674,-0.069254175,0.27450213,-0.065689735,0.020562544,0.072551586,0.129737,-0.22400922,-0.10097414,-0.016753912,0.100865304,-0.13600445,-0.18711664,-0.18678755,-0.0063097426,-0.18534422,-0.17842573,-0.14726065,0.015799029,-0.12334555,-0.1688066,0.19906358,0.01038134,-0.2854723,-0.06203322,-0.34872445,0.19319275,-0.14538553,0.13612358,0.37956208,-0.16143362,-0.45292547,-0.01919035,-0.33112547,0.1592713,-0.02608992,0.39784202,-0.24160919,-0.23621294,0.025305469,-0.092828974,-0.014979699
38,"Net, The (1995)",-0.32710716,-0.116259016,0.11436332,0.4834174,-0.18039298,0.07582247,-0.11522097,-0.11342592,-0.47675976,0.23957568,0.22645256,-0.010305951,0.15216644,0.124497466,-0.069177814,-0.3317087,0.09023145,0.088112555,0.06656717,0.18217953,0.44605353,0.17039156,0.20701036,0.22037199,0.24258026,0.021954494,-0.112555854,-0.062465865,0.029761557,0.17555943,0.35184613,-0.13747959,0.009883838,-0.34825245,-0.21315219,-0.27959388,-0.16082084,-0.3403006,0.24195476,-0.06653225,-0.10092085,-0.04453799,-0.1422007,-0.047225684,-0.13918301,-0.015704053,0.48980924,-0.23673616,0.14677128,-0.22465277,-0.140223,0.13922524,0.10943917,-0.21823163,-0.110303394,-0.013137561,-0.013889813,-0.19054572,-0.09409225,-0.34055436,-0.20529164,0.045700915,0.10744683,0.009772337
39,Strange Days (1995),-0.37152034,-0.27027816,0.37579274,0.08207086,-0.47962058,0.07239795,-0.12454699,0.16295426,-0.23506129,-0.084772564,-0.0561564,0.07004479,0.04179155,0.015697813,-0.26620448,-0.16309151,0.13264072,0.05807468,-0.06672619,0.0037660366,-0.068043575,0.3946563,0.001667904,0.10646268,0.15892328,0.1061214,0.1694141,0.14866008,0.1319438,0.02842506,0.31591275,0.014512646,-0.15741342,-0.2996783,-0.015629044,-0.1977747,-0.3300105,0.14741965,-0.03418974,0.09072207,-0.29617667,-0.18485904,-0.019544603,0.05676048,-0.02960129,-0.028993668,-0.05166023,-0.14212278,0.01988717,-0.069691524,-0.18032026,0.052738216,0.22300854,-0.32251737,-0.24258186,-0.043540772,0.25030085,-0.16358788,0.22898924,-0.30771837,-0.0064702416,-0.083349966,-0.12680852,0.060306817
